"Call_Center_Region","Customer_Balance","Customer_Name","Customer_Segment","Customer_State","Discount","Employee_Dept","Employee_Name","Employee_Salary","Employee_Yrs_Exp","Fill_Time","Gross_Profit","Item_Count","Manager_Name","Market_Segment","Order_Date","Order_Day","Order_ID","Order_Month","Order_Priority","Order_Quantity","Order_Quarter","Order_Status","Order_Year","PID","Price","Prod_TypeB","Prod_TypeC","Prod_TypeD","Prod_TypeE","Product_Base_Margin","Product_Container","Product_ID","Product_In_Stock","Product_Name","Receive_Time","Received_Date","Sales_Total","Ship_Charge","Ship_Date","Ship_Handle_Cost","Ship_Mode","Ship_Priority","Ship_Promo","Supplier_Balance","Supplier_Name","Supplier_Region","Supplier_State","Tax_Rate","Total_Cycle_Time","birst_constant_one","row"
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.06","1065","Robert J. Stern","31097.0000","11","2","-2358.43","1","Peacock, Margaret","CORPORATE","2000-07-23 00:00:00","23","14976","7","2-HIGH","39","Q3","O","2000","32466","424.2100","FURNITURE","TABLES","MEETING ROOM TABLES","MEETING ROOM TABLES","0.79","JUMBO BOX","1325","YES","Bush Advantage Collection® Racetrack Conference Table","8","2000-08-02 00:00:00","16955.77","160.1100","2000-07-25 00:00:00","160.1100","DELIVERY TRUCK","0","REGULAR SHIPPING","4033","Supplier_002","WEST","ARIZONA","0.08","10","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.06","1081","Casperson, Carol","71040.0000","10","1","1037.67","1","Bob Pennefather","CORPORATE","1997-10-28 00:00:00","28","18918","10","4-NOT SPECIFIED","30","Q4","F","1997","7671","83.1000","TECHNOLOGY","COMPUTER PERIPHERALS","KEYBOARDS","CORDLESS KEYBOARDS","0.45","SMALL BOX","704","YES","Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","3","1997-11-01 00:00:00","2343.42","0.0000","1997-10-29 00:00:00","6.1300","REGULAR AIR","0","FREE SHIPPING","-284","Supplier_005","EAST","WASH D.C.","0","4","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.06","1095","Pradip Thakkar","29841.0000","3","5","-31.26","1","Gerardo Colmenar","CORPORATE","1997-03-31 00:00:00","31","55299","3","5-LOW","39","Q1","F","1997","2359","5.7700","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDING SUPPLIES","BINDING SUPPLIES","0.35","SMALL BOX","1476","YES","Avery Binding System Hidden Tab??? Executive Style Index Sets","9","1997-04-14 00:00:00","241.33","14.9900","1997-04-05 00:00:00","4.9700","EXPRESS AIR","0","REGULAR SHIPPING","2972","Supplier_016","EAST","DELAWARE","0.07","14","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1063","Betz, Laurie","26130.0000","7","2","3.62","1","Alok Kapoor","CORPORATE","1997-02-20 00:00:00","20","39075","2","4-NOT SPECIFIED","34","Q1","F","1997","1368","34.3100","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDING SUPPLIES","BINDING SUPPLIES","0.38","SMALL BOX","1489","YES","GBC Prestige Therm-A-Bind Covers","3","1997-02-25 00:00:00","1126.57","19.9900","1997-02-22 00:00:00","19.9900","REGULAR AIR","0","REGULAR SHIPPING","5119","Supplier_068","WEST","CALIFORNIA","0.02","5","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1080","Toy, Anne Marie","65755.0000","2","1","-92.15","1","Bob Pennefather","CORPORATE","2000-01-23 00:00:00","23","25572","1","1-URGENT","23","Q1","F","2000","28157","27.2400","TECHNOLOGY","COMPUTER PERIPHERALS","MEDIA","FLOPPY DISKS","0.78","SMALL PACK","624","YES","Sony 3.5"" DS/HD Diskettes, 100/Pack","2","2000-01-26 00:00:00","603.31","8.9900","2000-01-24 00:00:00","8.9900","REGULAR AIR","0","REGULAR SHIPPING","7041","Supplier_018","WEST","UTAH","0.02","3","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1085","Deepak Perti","40952.0000","3","2","20.58","1","Lambda Sigma","CORPORATE","1999-08-24 00:00:00","24","10886","8","1-URGENT","3","Q3","F","1999","24500","12.5300","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.38","SMALL BOX","50","YES","Avery 50","6","1999-09-01 00:00:00","36.36","0.0000","1999-08-26 00:00:00","0.5000","REGULAR AIR","0","FREE SHIPPING","7241","Supplier_051","EAST","MARYLAND","0.04","8","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1087","Brussee, Anne","51792.0000","1","4","238.62","1","Lambda Sigma","CORPORATE","2000-10-14 00:00:00","14","36006","10","5-LOW","20","Q4","O","2000","34499","38.0600","OFFICE SUPPLIES","APPLIANCES","SURGE PROTECTORS","STRIP PROTECTORS","0.56","SMALL BOX","793","NO","Fellowes Superior 10 Outlet Split Surge Protector","4","2000-10-22 00:00:00","754.89","4.5000","2000-10-18 00:00:00","4.5000","REGULAR AIR","0","REGULAR SHIPPING","21","Supplier_026","WEST","CALIFORNIA","0.06","8","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1095","Ahmed, Mia","39544.0000","6","0","-157.02","1","Gerardo Colmenar","CORPORATE","1997-12-30 00:00:00","30","42945","12","4-NOT SPECIFIED","45","Q4","F","1997","9060","3.9500","OFFICE SUPPLIES","APPLIANCES","VACUUM CLEANERS","VACUUM CLEANERS","0.59","SMALL BOX","1413","YES","Hoover Replacement Belts For Soft Guard??? & Commercial Ltweight Upright Vacs, 2/Pk","2","1998-01-01 00:00:00","178.7","5.1300","1997-12-30 00:00:00","5.1300","REGULAR AIR","0","REGULAR SHIPPING","2471","Supplier_092","CENTRAL","MICHIGAN","0.05","2","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.07","1095","Pradip Thakkar","29841.0000","3","9","99.28","1","Gerardo Colmenar","CORPORATE","1997-03-31 00:00:00","31","55299","3","5-LOW","13","Q1","F","1997","2360","31.1100","TECHNOLOGY","COMPUTER PERIPHERALS","MEDIA","FLOPPY DISKS","0.64","SMALL PACK","631","YES","Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon","14","1997-04-23 00:00:00","404.92","9.9900","1997-04-09 00:00:00","3.6000","EXPRESS AIR","0","REGULAR SHIPPING","3556","Supplier_032","EAST","FLORIDA","0.05","23","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1067","Hill, Phyllis","93116.0000","1","1","43.59","1","Peacock, Margaret","CORPORATE","1998-03-27 00:00:00","27","47233","3","1-URGENT","6","Q1","F","1998","11170","38.4800","OFFICE SUPPLIES","STORAGE & ORGANIZATION","PORTABLE STORAGE","PORTABLE STORAGE","0.59","MEDIUM BOX","378","YES","Advantus Rolling Drawer Organizers","4","1998-04-01 00:00:00","218.93","6.5200","1998-03-28 00:00:00","6.5200","REGULAR AIR","0","REGULAR SHIPPING","4381","Supplier_035","WEST","CALIFORNIA","0","5","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1068","Yvette García","98956.0000","2","5","-1636.73","1","Sharp, Mary Jane","CORPORATE","2002-07-29 00:00:00","29","35526","7","5-LOW","46","Q3","O","2002","50848","85.9800","FURNITURE","TABLES","MEETING ROOM TABLES","MEETING ROOM TABLES","0.63","JUMBO BOX","1308","YES","KI Adjustable-Height Table","1","2002-08-04 00:00:00","3700.53","61.8600","2002-08-03 00:00:00","61.8600","DELIVERY TRUCK","0","REGULAR SHIPPING","5926","Supplier_023","EAST","MARYLAND","0","6","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1074","Johnson, Barbara","65767.0000","3","1","1990.56","1","Suzanne Lafrenière","CORPORATE","2002-11-22 00:00:00","22","6247","11","3-MEDIUM","33","Q4","O","2002","53852","195.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","ERICSSON","0.6","SMALL BOX","838","YES","688","3","2002-11-26 00:00:00","6009.76","0.0000","2002-11-23 00:00:00","4.2000","REGULAR AIR","0","FREE SHIPPING","6116","Supplier_039","EAST","NEBRASKA","0.01","4","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1074","Johnson, Barbara","65767.0000","3","2","-42.55","1","Suzanne Lafrenière","CORPORATE","2002-11-22 00:00:00","22","6247","11","3-MEDIUM","8","Q4","O","2002","53853","60.8900","FURNITURE","CHAIRS & CHAIRMATS","OFFICE CHAIRS","EXECUTIVE CHAIRS","0.56","JUMBO DRUM","1080","YES","Global Push Button Manager's Chair, Indigo","11","2002-12-05 00:00:00","489.52","32.4100","2002-11-24 00:00:00","32.4100","DELIVERY TRUCK","0","REGULAR SHIPPING","2972","Supplier_016","EAST","DELAWARE","0.02","13","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1080","Schulz, Ingrid","58049.0000","2","4","271.59","1","Bob Pennefather","CORPORATE","2002-01-12 00:00:00","12","56005","1","5-LOW","12","Q1","O","2002","46022","65.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","NOKIA","0.55","SMALL BOX","926","YES","252","4","2002-01-20 00:00:00","778.16","5.9200","2002-01-16 00:00:00","5.9200","REGULAR AIR","0","REGULAR SHIPPING","-812","Supplier_029","WEST","WASHINGTON","0.06","8","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1080","Schulz, Ingrid","58049.0000","2","7","-519.3","1","Bob Pennefather","CORPORATE","2002-01-12 00:00:00","12","56005","1","5-LOW","29","Q1","O","2002","46026","130.9800","FURNITURE","BOOKCASES","WOODEN BOOKCASES","WOODEN BOOKCASES","0.69","JUMBO BOX","1026","YES","O'Sullivan Elevations Bookcase, Cherry Finish","4","2002-01-23 00:00:00","3689.07","54.7400","2002-01-19 00:00:00","54.7400","DELIVERY TRUCK","0","REGULAR SHIPPING","3556","Supplier_032","EAST","FLORIDA","0.04","11","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.08","1085","Deepak Perti","40952.0000","3","2","-24.24","1","Lambda Sigma","CORPORATE","1999-08-24 00:00:00","24","10886","8","1-URGENT","35","Q3","F","1999","24501","4.2800","OFFICE SUPPLIES","PENS & ART SUPPLIES","ART SUPPLIES","COLORED PENS","0.56","WRAP BAG","347","YES","Newell 347","4","1999-08-30 00:00:00","142.95","2.3800","1999-08-26 00:00:00","2.3800","REGULAR AIR","0","REGULAR SHIPPING","3556","Supplier_032","EAST","FLORIDA","0.02","6","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1063","Betz, Laurie","26130.0000","7","0","-47.3","1","Alok Kapoor","CORPORATE","1997-02-20 00:00:00","20","39075","2","4-NOT SPECIFIED","21","Q1","F","1997","1365","8.8800","OFFICE SUPPLIES","SCISSORS, RULERS AND TRIMMERS","SCISSORS","SCISSORS","0.57","SMALL PACK","306","YES","Fiskars® Home & Office Scissors","2","1997-02-22 00:00:00","177.01","5.6200","1997-02-20 00:00:00","5.6200","REGULAR AIR","0","REGULAR SHIPPING","4381","Supplier_035","WEST","CALIFORNIA","0.01","2","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1063","Betz, Laurie","26130.0000","7","0","-368.61","1","Alok Kapoor","CORPORATE","1997-02-20 00:00:00","20","39075","2","4-NOT SPECIFIED","15","Q1","F","1997","1369","85.9800","FURNITURE","TABLES","SHOP TABLES","SHOP TABLES","0.59","JUMBO DRUM","1365","YES","KI Adjustable-Height Table","6","1997-02-26 00:00:00","1292.31","60.0000","1997-02-20 00:00:00","60.0000","DELIVERY TRUCK","0","REGULAR SHIPPING","2456","Supplier_066","EAST","FLORIDA","0.05","6","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1065","Robert J. Stern","31097.0000","11","2","1240.45","1","Peacock, Margaret","CORPORATE","2000-07-23 00:00:00","23","14976","7","2-HIGH","33","Q3","O","2000","32465","125.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","MOTOROLA","0.56","SMALL BOX","907","YES","Timeport P8167","4","2000-07-29 00:00:00","3859.15","0.0000","2000-07-25 00:00:00","8.8000","REGULAR AIR","0","FREE SHIPPING","7628","Supplier_008","WEST","COLORADO","0.02","6","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1080","Schulz, Ingrid","58049.0000","2","7","30.73","1","Bob Pennefather","CORPORATE","2002-01-12 00:00:00","12","56005","1","5-LOW","11","Q1","O","2002","46024","8.1700","OFFICE SUPPLIES","PAPER","WRITINGS PADS","MEMO SLIPS","0.38","WRAP BAG","1873","NO","Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper","10","2002-01-29 00:00:00","83.47","1.6900","2002-01-19 00:00:00","1.6900","REGULAR AIR","0","REGULAR SHIPPING","4516","Supplier_060","EAST","NEBRASKA","0","17","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1085","Deepak Perti","40952.0000","3","0","61.8","1","Lambda Sigma","CORPORATE","1999-08-24 00:00:00","24","10886","8","1-URGENT","13","Q3","F","1999","24497","15.6800","FURNITURE","OFFICE FURNISHINGS","FRAMES","FRAMES","0.46","SMALL PACK","1190","YES","Artistic Insta-Plaque","2","1999-08-26 00:00:00","204.06","3.7300","1999-08-24 00:00:00","3.7300","REGULAR AIR","0","REGULAR SHIPPING","5742","Supplier_063","WEST","ARIZONA","0.08","2","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1095","Ahmed, Mia","39544.0000","6","1","-165.45","1","Gerardo Colmenar","CORPORATE","1997-12-30 00:00:00","30","42945","12","4-NOT SPECIFIED","39","Q4","F","1997","9061","3.1200","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDER ACCESSORIES","BINDER ACCESSORIES","0.36","SMALL BOX","1441","YES","Zipper Ring Binder Pockets","3","1998-01-03 00:00:00","123.66","6.2900","1997-12-31 00:00:00","6.2900","REGULAR AIR","0","REGULAR SHIPPING","166","Supplier_081","EAST","VIRGINIA","0.06","4","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1095","Pradip Thakkar","29841.0000","3","0","-0.38","1","Gerardo Colmenar","CORPORATE","1997-03-31 00:00:00","31","55299","3","5-LOW","20","Q1","F","1997","2358","1.1400","OFFICE SUPPLIES","RUBBER BANDS","PINS AND TACKS","PINS AND TACKS","0.38","WRAP BAG","254","YES","OIC Thumb-Tacks","-2","1997-03-29 00:00:00","22.28","0.7000","1997-03-31 00:00:00","0.7000","REGULAR AIR","0","REGULAR SHIPPING","-724","Supplier_082","CENTRAL","WISCONSIN","0.04","-2","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.09","1097","Callaway, Elizabeth","26112.0000","1","2","-213.91","1","Carpenter, Jill","CORPORATE","1998-03-15 00:00:00","15","30118","3","5-LOW","50","Q1","F","1998","10950","3.3600","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDER ACCESSORIES","BINDER ACCESSORIES","0.4","SMALL BOX","1432","YES","Cardinal Poly Pocket Divider Pockets for Ring Binders","1","1998-03-18 00:00:00","166.79","6.2700","1998-03-17 00:00:00","6.2700","REGULAR AIR","0","REGULAR SHIPPING","8564","Supplier_033","EAST","CONNECTICUT","0.05","3","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.1","1068","Yvette García","98956.0000","2","2","54.34","1","Sharp, Mary Jane","CORPORATE","2002-07-29 00:00:00","29","35526","7","5-LOW","24","Q3","O","2002","50849","4.9800","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.39","SMALL BOX","499","YES","Avery 499","1","2002-08-01 00:00:00","112.95","0.0000","2002-07-31 00:00:00","0.5000","REGULAR AIR","0","FREE SHIPPING","92","Supplier_058","WEST","UTAH","0.05","3","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.1","1080","Toy, Anne Marie","65755.0000","2","2","130.6","1","Bob Pennefather","CORPORATE","2000-01-23 00:00:00","23","25572","1","1-URGENT","1","Q1","F","2000","28158","300.9700","TECHNOLOGY","OFFICE MACHINES","PRINTERS","INKJET PRINTERS","0.36","JUMBO DRUM","728","YES","Hewlett-Packard Business Color Inkjet 2230 [2280, 2280TN] Series Printers","13","2000-02-07 00:00:00","270.87","0.0000","2000-01-25 00:00:00","31.9200","DELIVERY TRUCK","0","FREE SHIPPING","369","Supplier_093","WEST","UTAH","0","15","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.1","1081","Casperson, Carol","71040.0000","10","1","3745.04","1","Bob Pennefather","CORPORATE","1997-10-28 00:00:00","28","18918","10","4-NOT SPECIFIED","7","Q4","F","1997","7675","999.9900","TECHNOLOGY","OFFICE MACHINES","TELEPHONES","CONFERENCE PHONES","0.36","MEDIUM BOX","77","YES","Polycom Soundstation EX Audio-Conferencing Telephone, Black","2","1997-10-31 00:00:00","6362.94","0.0000","1997-10-29 00:00:00","13.9900","REGULAR AIR","0","FREE SHIPPING","-892","Supplier_028","CENTRAL","ILLINOIS","0.01","3","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.1","1085","Deepak Perti","40952.0000","3","2","-55.11","1","Lambda Sigma","CORPORATE","1999-08-24 00:00:00","24","10886","8","1-URGENT","26","Q3","F","1999","24502","5.1800","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","POLY BINDERS","POLY BINDERS","0.39","SMALL BOX","1569","YES","SlimView Poly Binder, 3/8""","3","1999-08-29 00:00:00","127.42","5.0000","1999-08-26 00:00:00","5.0000","REGULAR AIR","0","REGULAR SHIPPING","3892","Supplier_010","EAST","ALABAMA","0.01","5","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.1","1087","Brussee, Anne","51792.0000","1","7","604.89","1","Lambda Sigma","CORPORATE","2000-10-14 00:00:00","14","36006","10","5-LOW","29","Q4","O","2000","34498","55.9800","OFFICE SUPPLIES","PAPER","COMPUTER PAPER","COMPUTER PAPER","0.36","SMALL BOX","1882","YES","Xerox 1882","10","2000-10-31 00:00:00","1591.84","13.8800","2000-10-21 00:00:00","13.8800","REGULAR AIR","0","REGULAR SHIPPING","1433","Supplier_012","EAST","NEBRASKA","0.08","17","",""
"EAST","2369","Jesus Ocampo","CORPORATE","ALABAMA","0.12","1080","Schulz, Ingrid","58049.0000","2","0","1230.18","1","Bob Pennefather","CORPORATE","2002-01-12 00:00:00","12","56005","1","5-LOW","29","Q1","O","2002","46021","100.9700","TECHNOLOGY","OFFICE MACHINES","PRINTERS","INKJET PRINTERS","0.37","JUMBO DRUM","726","YES","Hewlett-Packard Deskjet 3820 Color Inkjet Printer","-6","2002-01-06 00:00:00","2719.59","14.0000","2002-01-12 00:00:00","14.0000","DELIVERY TRUCK","0","REGULAR SHIPPING","6256","Supplier_091","WEST","IDAHO","0.05","-6","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0","1061","Amy James","50435.0000","8","2","-11.73","1","Alok Kapoor","CORPORATE","1998-10-16 00:00:00","16","58209","10","1-URGENT","10","Q4","F","1998","16334","2.5200","OFFICE SUPPLIES","SCISSORS, RULERS AND TRIMMERS","LETTER OPENERS","LETTER OPENERS","0.82","WRAP BAG","281","YES","Letter Slitter","3","1998-10-21 00:00:00","28.13","1.9200","1998-10-18 00:00:00","1.9200","REGULAR AIR","0","REGULAR SHIPPING","2372","Supplier_036","EAST","NORTH CAROLINA","0.04","5","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0","1089","Robin Macdonald","34798.0000","3","1","11804.17","1","Clayton, Nancy","CORPORATE","1999-09-17 00:00:00","17","21121","9","4-NOT SPECIFIED","50","Q3","F","1999","25084","387.9900","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDING MACHINES","BINDING MACHINES","0.38","SMALL BOX","1451","YES","Fellowes PB300 Plastic Comb Binding Machine","2","1999-09-20 00:00:00","20175.48","0.0000","1999-09-18 00:00:00","19.9900","REGULAR AIR","0","FREE SHIPPING","8467","Supplier_069","CENTRAL","TEXAS","0.04","3","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0","1093","Patricia Hardin","76836.0000","2","2","406.77","1","Colleen Hurwitz","CORPORATE","2002-07-31 00:00:00","31","18211","7","3-MEDIUM","8","Q3","O","2002","50921","115.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","NOKIA","0.57","SMALL BOX","920","YES","2160","4","2002-08-06 00:00:00","983.6","0.0000","2002-08-02 00:00:00","5.9900","REGULAR AIR","0","FREE SHIPPING","7162","Supplier_055","EAST","ALABAMA","0.06","6","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.01","1071","Francis, Jane","44394.0000","1","2","-94.02","1","MacCallum, Joan","CORPORATE","2002-06-10 00:00:00","10","17026","6","3-MEDIUM","38","Q2","O","2002","49671","10.5200","FURNITURE","OFFICE FURNISHINGS","DOOR ACCESSORIES","DOOR ACCESSORIES","0.52","SMALL PACK","1188","YES","Ultra Door Pull Handle","4","2002-06-16 00:00:00","415.58","7.9400","2002-06-12 00:00:00","7.9400","REGULAR AIR","0","REGULAR SHIPPING","6642","Supplier_097","CENTRAL","TEXAS","0.03","6","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.01","1075","David Drezner","50806.0000","11","2","291.05","1","Suzanne Lafrenière","CORPORATE","2000-07-20 00:00:00","20","21568","7","2-HIGH","31","Q3","O","2000","32395","69.9600","FURNITURE","OFFICE FURNISHINGS","MATS","MATS","0.68","WRAP BAG","1258","YES","Tenex ""The Solids"" Textured Chair Mats","4","2000-07-26 00:00:00","2204.15","14.1400","2000-07-22 00:00:00","14.1400","REGULAR AIR","0","REGULAR SHIPPING","586","Supplier_059","WEST","COLORADO","0.02","6","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.01","1075","Stopkey, Jennifer","37610.0000","8","2","-98.35","1","Suzanne Lafrenière","CORPORATE","2000-12-14 00:00:00","14","28322","12","2-HIGH","46","Q4","O","2000","36064","4.9800","TECHNOLOGY","COMPUTER PERIPHERALS","MEDIA","FLOPPY DISKS","0.64","SMALL PACK","610","YES","DS/HD IBM Formatted Diskettes, 10/Pack - Staples","3","2000-12-19 00:00:00","246.98","4.3200","2000-12-16 00:00:00","4.3200","REGULAR AIR","0","REGULAR SHIPPING","6565","Supplier_042","EAST","DELAWARE","0.07","5","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.01","1095","Beatrice Murch","85205.0000","2","2","11.26","1","Gerardo Colmenar","CORPORATE","2002-04-03 00:00:00","3","3044","4","2-HIGH","12","Q2","O","2002","48015","3.5800","OFFICE SUPPLIES","RUBBER BANDS","BINDER CLIPS","BINDER CLIPS","0.36","WRAP BAG","235","YES","OIC Colored Binder Clips, Assorted Sizes","5","2002-04-10 00:00:00","46.29","1.6300","2002-04-05 00:00:00","1.6300","REGULAR AIR","0","REGULAR SHIPPING","1688","Supplier_017","CENTRAL","OHIO","0.05","7","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.01","1097","Phi Upsilon","33585.0000","5","2","59.1","1","Carpenter, Jill","CORPORATE","1998-02-03 00:00:00","3","55877","2","4-NOT SPECIFIED","40","Q1","F","1998","9922","3.0800","OFFICE SUPPLIES","LABELS","FILE LABELS","FILE LABELS","0.37","SMALL BOX","511","YES","Avery 511","3","1998-02-08 00:00:00","144.28","14.9900","1998-02-05 00:00:00","0.9900","EXPRESS AIR","0","REGULAR SHIPPING","7015","Supplier_072","CENTRAL","WISCONSIN","0.06","5","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.02","1089","Robin Macdonald","34798.0000","3","1","189.24","1","Clayton, Nancy","CORPORATE","1999-09-17 00:00:00","17","21121","9","4-NOT SPECIFIED","19","Q3","F","1999","25083","20.6400","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","HEAVY DUTY BINDERS","HEAVY DUTY BINDERS","0.37","SMALL BOX","1535","YES","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","2","1999-09-20 00:00:00","391.15","2.9900","1999-09-18 00:00:00","2.9900","REGULAR AIR","0","REGULAR SHIPPING","2971","Supplier_076","EAST","SOUTH CAROLINA","0.01","3","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.03","1061","Amy James","50435.0000","8","1","12.92","1","Alok Kapoor","CORPORATE","1998-10-16 00:00:00","16","58209","10","1-URGENT","1","Q4","F","1998","16332","22.8400","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.39","SMALL BOX","1982","YES","Xerox 1982","3","1998-10-20 00:00:00","38.7","14.9900","1998-10-17 00:00:00","16.8700","EXPRESS AIR","0","REGULAR SHIPPING","1468","Supplier_083","EAST","SOUTH CAROLINA","0.07","4","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.03","1071","Francis, Jane","44394.0000","1","0","36.41","1","MacCallum, Joan","CORPORATE","2002-06-10 00:00:00","10","17026","6","3-MEDIUM","27","Q2","O","2002","49667","3.9800","OFFICE SUPPLIES","PENS & ART SUPPLIES","HIGHLIGHTERS","HIGHLIGHTERS","0.52","WRAP BAG","170","YES","4009® Highlighters by Sanford","2","2002-06-12 00:00:00","111.19","0.7000","2002-06-10 00:00:00","0.7000","REGULAR AIR","0","REGULAR SHIPPING","6642","Supplier_097","CENTRAL","TEXAS","0.06","2","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.03","1093","Patricia Hardin","76836.0000","2","2","680.17","1","Colleen Hurwitz","CORPORATE","2002-07-31 00:00:00","31","18211","7","3-MEDIUM","22","Q3","O","2002","50917","55.9800","OFFICE SUPPLIES","PAPER","COMPUTER PAPER","COMPUTER PAPER","0.36","SMALL BOX","1908","YES","Xerox 1908","4","2002-08-06 00:00:00","1230.45","0.0000","2002-08-02 00:00:00","4.8600","REGULAR AIR","0","FREE SHIPPING","5302","Supplier_009","EAST","NEW YORK","0.03","6","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.03","1097","Phi Upsilon","33585.0000","5","1","-61.42","1","Carpenter, Jill","CORPORATE","1998-02-03 00:00:00","3","55877","2","4-NOT SPECIFIED","19","Q1","F","1998","9924","5.9800","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.4","SMALL BOX","1920","YES","Xerox 1920","4","1998-02-08 00:00:00","126.53","7.5000","1998-02-04 00:00:00","7.5000","REGULAR AIR","0","REGULAR SHIPPING","9366","Supplier_021","CENTRAL","MICHIGAN","0.08","5","",""
"EAST","2654","Laura Armstrong","CORPORATE","ALABAMA","0.03","1097","Phi Upsilon","33585.0000","5","3","11.95","1","Carpenter, Jill","CORPORATE","1998-02-03 00:00:00","3","55877","2","4-NOT SPECIFIED","14","Q1","F","1998","9925","3.6900","OFFICE SUPPLIES","ENVELOPES","COLORED ENVELOPES","COLORED ENVELOPES","0.39","SMALL BOX","1628","YES","Colored Envelopes","3","1998-02-09 00:00:00","67.1","14.9900","1998-02-06 00:00:00","2.5000","EXPRESS AIR","0","REGULAR SHIPPING","-812","Supplier_029","WEST","WASHINGTON","0.04","6","",""
